 serial number,character,token,ferquency(pre million),
11455,炡,4,0.00211 ,
11456,聇,4,0.00211 ,
11457,氶,4,0.00211 ,
11458,坧,4,0.00211 ,
11459,徏,4,0.00211 ,
11460,銍,4,0.00211 ,
11461,懫,4,0.00211 ,
11462,鱄,4,0.00211 ,
11463,籑,4,0.00211 ,
11464,餟,4,0.00211 ,
11465,稕,4,0.00211 ,
11466,琸,4,0.00211 ,
11467,叕,4,0.00211 ,
11468,斵,4,0.00211 ,
11469,鼒,4,0.00211 ,
11470,鶅,4,0.00211 ,
11471,齜,4,0.00211 ,
11472,呰,4,0.00211 ,
11473,胾,4,0.00211 ,
11474,緅,4,0.00211 ,
11475,踤,4,0.00211 ,
11476,秨,4,0.00211 ,
11477,筰,4,0.00211 ,
11478,皚,3,0.00158 ,
11479,僾,3,0.00158 ,
11480,懝,3,0.00158 ,
11481,侒,3,0.00158 ,
11482,媕,3,0.00158 ,
11483,柪,3,0.00158 ,
11484,謷,3,0.00158 ,
11485,鼇,3,0.00158 ,
11486,芺,3,0.00158 ,
11487,驁,3,0.00158 ,
11488,哵,3,0.00158 ,
11489,羓,3,0.00158 ,
11490,朌,3,0.00158 ,
11491,玤,3,0.00158 ,
11492,桮,3,0.00158 ,
11493,倴,3,0.00158 ,
11494,綳,3,0.00158 ,
11495,琣,3,0.00158 ,
11496,疕,3,0.00158 ,
11497,滭,3,0.00158 ,
11498,箆,3,0.00158 ,
11499,馝,3,0.00158 ,
11500,鄨,3,0.00158 ,
11501,贔,3,0.00158 ,
11502,猵,3,0.00158 ,
11503,爂,3,0.00158 ,
11504,鑣,3,0.00158 ,
11505,鼈,3,0.00158 ,
11506,霦,3,0.00158 ,
11507,陃,3,0.00158 ,
11508,鉼,3,0.00158 ,
11509,餠,3,0.00158 ,
11510,蹳,3,0.00158 ,
11511,胉,3,0.00158 ,
11512,箥,3,0.00158 ,
11513,鸔,3,0.00158 ,
11514,箣,3,0.00158 ,
11515,梣,3,0.00158 ,
11516,笒,3,0.00158 ,
11517,梴,3,0.00158 ,
11518,蟬,3,0.00158 ,
11519,嚵,3,0.00158 ,
11520,瀺,3,0.00158 ,
11521,懴,3,0.00158 ,
11522,伡,3,0.00158 ,
11523,迠,3,0.00158 ,
11524,硩,3,0.00158 ,
11525,謓,3,0.00158 ,
11526,讖,3,0.00158 ,
11527,朾,3,0.00158 ,
11528,娍,3,0.00158 ,
11529,筬,3,0.00158 ,
11530,鋮,3,0.00158 ,
11531,瀓,3,0.00158 ,
11532,趍,3,0.00158 ,
11533,胣,3,0.00158 ,
11534,漴,3,0.00158 ,
11535,鋤,3,0.00158 ,
11536,檚,3,0.00158 ,
11537,膗,3,0.00158 ,
11538,窻,3,0.00158 ,
11539,漘,3,0.00158 ,
11540,踳,3,0.00158 ,
11541,辤,3,0.00158 ,
11542,餈,3,0.00158 ,
11543,薋,3,0.00158 ,
11544,朿,3,0.00158 ,
11545,蟌,3,0.00158 ,
11546,藂,3,0.00158 ,
11547,趗,3,0.00158 ,
11548,慛,3,0.00158 ,
11549,膵,3,0.00158 ,
11550,刐,3,0.00158 ,
11551,撣,3,0.00158 ,
11552,僤,3,0.00158 ,
11553,襠,3,0.00158 ,
11554,魛,3,0.00158 ,
11555,惪,3,0.00158 ,
11556,璒,3,0.00158 ,
11557,鸐,3,0.00158 ,
11558,諦,3,0.00158 ,
11559,槙,3,0.00158 ,
11560,巓,3,0.00158 ,
11561,蜨,3,0.00158 ,
11562,眰,3,0.00158 ,
11563,奵,3,0.00158 ,
11564,犢,3,0.00158 ,
11565,靯,3,0.00158 ,
11566,祋,3,0.00158 ,
11567,懟,3,0.00158 ,
11568,噸,3,0.00158 ,
11569,朶,3,0.00158 ,
11570,咢,3,0.00158 ,
11571,堊,3,0.00158 ,
11572,搤,3,0.00158 ,
11573,児,3,0.00158 ,
11574,耏,3,0.00158 ,
11575,輀,3,0.00158 ,
11576,餌,3,0.00158 ,
11577,駬,3,0.00158 ,
11578,刵,3,0.00158 ,
11579,咡,3,0.00158 ,
11580,旙,3,0.00158 ,
11581,蠜,3,0.00158 ,
11582,嬎,3,0.00158 ,
11583,趽,3,0.00158 ,
11584,婓,3,0.00158 ,
11585,馡,3,0.00158 ,
11586,厞,3,0.00158 ,
11587,鼣,3,0.00158 ,
11588,溄,3,0.00158 ,
11589,犎,3,0.00158 ,
11590,鄷,3,0.00158 ,
11591,夆,3,0.00158 ,
11592,覅,3,0.00158 ,
11593,砆,3,0.00158 ,
11594,荂,3,0.00158 ,
11595,禣,3,0.00158 ,
11596,輹,3,0.00158 ,
11597,玍,3,0.00158 ,
11598,峐,3,0.00158 ,
11599,皯,3,0.00158 ,
11600,鳡,3,0.00158 ,
11601,贛,3,0.00158 ,
11602,戇,3,0.00158 ,
11603,餻,3,0.00158 ,
11604,鼛,3,0.00158 ,
11605,槀,3,0.00158 ,
11606,犵,3,0.00158 ,
11607,鞈,3,0.00158 ,
11608,挭,3,0.00158 ,
11609,鯁,3,0.00158 ,
11610,厷,3,0.00158 ,
11611,兣,3,0.00158 ,
11612,耇,3,0.00158 ,
11613,鼔,3,0.00158 ,
11614,棝,3,0.00158 ,
11615,鲴,3,0.00158 ,
11616,焻,3,0.00158 ,
11617,煱,3,0.00158 ,
11618,緺,3,0.00158 ,
11619,爟,3,0.00158 ,
11620,椝,3,0.00158 ,
11621,氿,3,0.00158 ,
11622,垝,3,0.00158 ,
11623,溎,3,0.00158 ,
11624,鱖,3,0.00158 ,
11625,鮌,3,0.00158 ,
11626,圀,3,0.00158 ,
11627,褁,3,0.00158 ,
11628,駴,3,0.00158 ,
11629,凾,3,0.00158 ,
11630,暵,3,0.00158 ,
11631,獆,3,0.00158 ,
11632,皜,3,0.00158 ,
11633,頜,3,0.00158 ,
11634,覈,3,0.00158 ,
11635,寉,3,0.00158 ,
11636,脝,3,0.00158 ,
11637,谾,3,0.00158 ,
11638,耾,3,0.00158 ,
11639,虖,3,0.00158 ,
11640,芐,3,0.00158 ,
11641,撶,3,0.00158 ,
11642,觟,3,0.00158 ,
11643,樺,3,0.00158 ,
11644,寏,3,0.00158 ,
11645,綄,3,0.00158 ,
11646,貆,3,0.00158 ,
11647,豲,3,0.00158 ,
11648,渙,3,0.00158 ,
11649,煥,3,0.00158 ,
11650,瘓,3,0.00158 ,
11651,瑝,3,0.00158 ,
11652,晄,3,0.00158 ,
11653,烣,3,0.00158 ,
11654,賄,3,0.00158 ,
11655,誨,3,0.00158 ,
11656,暳,3,0.00158 ,
11657,獩,3,0.00158 ,
11658,謋,3,0.00158 ,
11659,夻,3,0.00158 ,
11660,筓,3,0.00158 ,
11661,觭,3,0.00158 ,
11662,韲,3,0.00158 ,
11663,鶏,3,0.00158 ,
11664,齏,3,0.00158 ,
11665,彐,3,0.00158 ,
11666,継,3,0.00158 ,
11667,暩,3,0.00158 ,
11668,薊,3,0.00158 ,
11669,鵋,3,0.00158 ,
11670,齌,3,0.00158 ,
11671,癠,3,0.00158 ,
11672,裌,3,0.00158 ,
11673,莢,3,0.00158 ,
11674,賈,3,0.00158 ,
11675,麉,3,0.00158 ,
11676,瑐,3,0.00158 ,
11677,剣,3,0.00158 ,
11678,瞯,3,0.00158 ,
11679,摪,3,0.00158 ,
11680,螀,3,0.00158 ,
11681,醤,3,0.00158 ,
11682,勦,3,0.00158 ,
11683,撹,3,0.00158 ,
11684,呌,3,0.00158 ,
11685,皭,3,0.00158 ,
11686,椄,3,0.00158 ,
11687,刼,3,0.00158 ,
11688,衱,3,0.00158 ,
11689,迼,3,0.00158 ,
11690,訐,3,0.00158 ,
11691,吤,3,0.00158 ,
11692,浕,3,0.00158 ,
11693,賮,3,0.00158 ,
11694,秔,3,0.00158 ,
11695,鶄,3,0.00158 ,
11696,麖,3,0.00158 ,
11697,鼱,3,0.00158 ,
11698,妌,3,0.00158 ,
11699,脛,3,0.00158 ,
11700,絅,3,0.00158 ,
11701,鳩,3,0.00158 ,
11702,倃,3,0.00158 ,
11703,廐,3,0.00158 ,
11704,洰,3,0.00158 ,
11705,埧,3,0.00158 ,
11706,焣,3,0.00158 ,
11707,裐,3,0.00158 ,
11708,鋗,3,0.00158 ,
11709,砄,3,0.00158 ,
11710,鐍,3,0.00158 ,
11711,钁,3,0.00158 ,
11712,箘,3,0.00158 ,
11713,鉲,3,0.00158 ,
11714,闓,3,0.00158 ,
11715,忼,3,0.00158 ,
11716,匼,3,0.00158 ,
11717,桍,3,0.00158 ,
11718,洭,3,0.00158 ,
11719,蘷,3,0.00158 ,
11720,躨,3,0.00158 ,
11721,噋,3,0.00158 ,
11722,鬎,3,0.00158 ,
11723,攬,3,0.00158 ,
11724,崀,3,0.00158 ,
11725,唥,3,0.00158 ,
11726,労,3,0.00158 ,
11727,髝,3,0.00158 ,
11728,韷,3,0.00158 ,
11729,傫,3,0.00158 ,
11730,礨,3,0.00158 ,
11731,倰,3,0.00158 ,
11732,謧,3,0.00158 ,
11733,鯉,3,0.00158 ,
11734,涖,3,0.00158 ,
11735,凓,3,0.00158 ,
11736,棙,3,0.00158 ,
11737,癘,3,0.00158 ,
11738,禲,3,0.00158 ,
11739,溓,3,0.00158 ,
11740,燫,3,0.00158 ,
11741,瑓,3,0.00158 ,
11742,纞,3,0.00158 ,
11743,嵺,3,0.00158 ,
11744,嶛,3,0.00158 ,
11745,撛,3,0.00158 ,
11746,澟,3,0.00158 ,
11747,昤,3,0.00158 ,
11748,掕,3,0.00158 ,
11749,祾,3,0.00158 ,
11750,軨,3,0.00158 ,
11751,癅,3,0.00158 ,
11752,蕯,3,0.00158 ,
11753,聾,3,0.00158 ,
11754,婁,3,0.00158 ,
11755,溇,3,0.00158 ,
11756,瓐,3,0.00158 ,
11757,臚,3,0.00158 ,
11758,纑,3,0.00158 ,
11759,稑,3,0.00158 ,
11760,賂,3,0.00158 ,
11761,輅,3,0.00158 ,
11762,簶,3,0.00158 ,
11763,馿,3,0.00158 ,
11764,氀,3,0.00158 ,
11765,灤,3,0.00158 ,
11766,癵,3,0.00158 ,
11767,埨,3,0.00158 ,
11768,禡,3,0.00158 ,
11769,慲,3,0.00158 ,
11770,澫,3,0.00158 ,
11771,笀,3,0.00158 ,
11772,蛖,3,0.00158 ,
11773,枆,3,0.00158 ,
11774,錨,3,0.00158 ,
11775,鄮,3,0.00158 ,
11776,甿,3,0.00158 ,
11777,溕,3,0.00158 ,
11778,夣,3,0.00158 ,
11779,沕,3,0.00158 ,
11780,覔,3,0.00158 ,
11781,謐,3,0.00158 ,
11782,簚,3,0.00158 ,
11783,敃,3,0.00158 ,
11784,僶,3,0.00158 ,
11785,帞,3,0.00158 ,
11786,眜,3,0.00158 ,
11787,粖,3,0.00158 ,
11788,纆,3,0.00158 ,
11789,鉾,3,0.00158 ,
11790,袦,3,0.00158 ,
11791,抩,3,0.00158 ,
11792,嚢,3,0.00158 ,
11793,訥,3,0.00158 ,
11794,鯢,3,0.00158 ,
11795,柅,3,0.00158 ,
11796,愵,3,0.00158 ,
11797,秥,3,0.00158 ,
11798,醸,3,0.00158 ,
11799,聶,3,0.00158 ,
11800,糱,3,0.00158 ,
11801,寕,3,0.00158 ,
11802,擰,3,0.00158 ,
11803,濘,3,0.00158 ,
11804,沑,3,0.00158 ,
11805,膿,3,0.00158 ,
11806,醲,3,0.00158 ,
11807,癑,3,0.00158 ,
11808,獳,3,0.00158 ,
11809,儺,3,0.00158 ,
11810,縏,3,0.00158 ,
11811,鋬,3,0.00158 ,
11812,礮,3,0.00158 ,
11813,匉,3,0.00158 ,
11814,弸,3,0.00158 ,
11815,掽,3,0.00158 ,
11816,磇,3,0.00158 ,
11817,駓,3,0.00158 ,
11818,礔,3,0.00158 ,
11819,膍,3,0.00158 ,
11820,篺,3,0.00158 ,
11821,羆,3,0.00158 ,
11822,媥,3,0.00158 ,
11823,腁,3,0.00158 ,
11824,縹,3,0.00158 ,
11825,飃,3,0.00158 ,
11826,皫,3,0.00158 ,
11827,甹,3,0.00158 ,
11828,荓,3,0.00158 ,
11829,塀,3,0.00158 ,
11830,缾,3,0.00158 ,
11831,岥,3,0.00158 ,
11832,砶,3,0.00158 ,
11833,圤,3,0.00158 ,
11834,蒱,3,0.00158 ,
11835,錡,3,0.00158 ,
11836,鲯,3,0.00158 ,
11837,鬐,3,0.00158 ,
11838,騹,3,0.00158 ,
11839,裿,3,0.00158 ,
11840,栔,3,0.00158 ,
11841,摖,3,0.00158 ,
11842,鉛,3,0.00158 ,
11843,慳,3,0.00158 ,
11844,鵮,3,0.00158 ,
11845,忴,3,0.00158 ,
11846,傔,3,0.00158 ,
11847,棈,3,0.00158 ,
11848,漒,3,0.00158 ,
11849,薔,3,0.00158 ,
11850,繦,3,0.00158 ,
11851,鍬,3,0.00158 ,
11852,趬,3,0.00158 ,
11853,僑,3,0.00158 ,
11854,蕎,3,0.00158 ,
11855,陗,3,0.00158 ,
11856,綅,3,0.00158 ,
11857,儬,3,0.00158 ,
11858,笻,3,0.00158 ,
11859,璚,3,0.00158 ,
11860,阹,3,0.00158 ,
11861,粬,3,0.00158 ,
11862,誳,3,0.00158 ,
11863,髷,3,0.00158 ,
11864,胊,3,0.00158 ,
11865,覻,3,0.00158 ,
11866,婘,3,0.00158 ,
11867,毃,3,0.00158 ,
11868,纕,3,0.00158 ,
11869,懹,3,0.00158 ,
11870,讱,3,0.00158 ,
11871,扨,3,0.00158 ,
11872,軔,3,0.00158 ,
11873,鶔,3,0.00158 ,
11874,韖,3,0.00158 ,
11875,蕠,3,0.00158 ,
11876,燸,3,0.00158 ,
11877,扖,3,0.00158 ,
11878,緛,3,0.00158 ,
11879,瓀,3,0.00158 ,
11880,溞,3,0.00158 ,
11881,鳋,3,0.00158 ,
11882,髞,3,0.00158 ,
11883,琗,3,0.00158 ,
11884,嗇,3,0.00158 ,
11885,箑,3,0.00158 ,
11886,篩,3,0.00158 ,
11887,繕,3,0.00158 ,
11888,慯,3,0.00158 ,
11889,丄,3,0.00158 ,
11890,弰,3,0.00158 ,
11891,慴,3,0.00158 ,
11892,蠂,3,0.00158 ,
11893,柛,3,0.00158 ,
11894,駪,3,0.00158 ,
11895,邥,3,0.00158 ,
11896,宷,3,0.00158 ,
11897,剰,3,0.00158 ,
11898,琞,3,0.00158 ,
11899,鲺,3,0.00158 ,
11900,鼫,3,0.00158 ,
11901,揓,3,0.00158 ,
11902,獣,3,0.00158 ,
11903,杸,3,0.00158 ,
11904,尗,3,0.00158 ,
11905,鏣,3,0.00158 ,
11906,閂,3,0.00158 ,
11907,艭,3,0.00158 ,
11908,鉰,3,0.00158 ,
11909,餸,3,0.00158 ,
11910,蓃,3,0.00158 ,
11911,樕,3,0.00158 ,
11912,蹜,3,0.00158 ,
11913,夊,3,0.00158 ,
11914,嵗,3,0.00158 ,
11915,檖,3,0.00158 ,
11916,璲,3,0.00158 ,
11917,巺,3,0.00158 ,
11918,惢,3,0.00158 ,
11919,搨,3,0.00158 ,
11920,毾,3,0.00158 ,
11921,檯,3,0.00158 ,
11922,罎,3,0.00158 ,
11923,煻,3,0.00158 ,
11924,偒,3,0.00158 ,
11925,儻,3,0.00158 ,
11926,縧,3,0.00158 ,
11927,鞉,3,0.00158 ,
11928,貣,3,0.00158 ,
11929,漛,3,0.00158 ,
11930,蹏,3,0.00158 ,
11931,倎,3,0.00158 ,
11932,鲖,3,0.00158 ,
11933,偸,3,0.00158 ,
11934,媮,3,0.00158 ,
11935,鍮,3,0.00158 ,
11936,鷵,3,0.00158 ,
11937,摶,3,0.00158 ,
11938,漙,3,0.00158 ,
11939,湪,3,0.00158 ,
11940,隤,3,0.00158 ,
11941,旽,3,0.00158 ,
11942,朜,3,0.00158 ,
11943,芚,3,0.00158 ,
11944,豘,3,0.00158 ,
11945,咃,3,0.00158 ,
11946,駞,3,0.00158 ,
11947,鼃,3,0.00158 ,
11948,邷,3,0.00158 ,
11949,顡,3,0.00158 ,
11950,抏,3,0.00158 ,
11951,唍,3,0.00158 ,
11952,盌,3,0.00158 ,
11953,翫,3,0.00158 ,
11954,錽,3,0.00158 ,
11955,兦,3,0.00158 ,
11956,忹,3,0.00158 ,
11957,覣,3,0.00158 ,
11958,椲,3,0.00158 ,
11959,緯,3,0.00158 ,
11960,鮪,3,0.00158 ,
11961,衞,3,0.00158 ,
11962,褽,3,0.00158 ,
11963,輼,3,0.00158 ,
11964,忟,3,0.00158 ,
11965,穏,3,0.00158 ,
11966,郚,3,0.00158 ,
11967,莁,3,0.00158 ,
11968,瑦,3,0.00158 ,
11969,嵍,3,0.00158 ,
11970,悕,3,0.00158 ,
11971,渓,3,0.00158 ,
11972,翖,3,0.00158 ,
11973,徯,3,0.00158 ,
11974,誒,3,0.00158 ,
11975,豀,3,0.00158 ,
11976,雟,3,0.00158 ,
11977,觿,3,0.00158 ,
11978,赩,3,0.00158 ,
11979,谺,3,0.00158 ,
11980,颬,3,0.00158 ,
11981,廈,3,0.00158 ,
11982,枮,3,0.00158 ,
11983,衘,3,0.00158 ,
11984,諴,3,0.00158 ,
11985,尟,3,0.00158 ,
11986,憲,3,0.00158 ,
11987,錎,3,0.00158 ,
11988,鼸,3,0.00158 ,
11989,郷,3,0.00158 ,
11990,啌,3,0.00158 ,
11991,餉,3,0.00158 ,
11992,龤,3,0.00158 ,
11993,禼,3,0.00158 ,
11994,屧,3,0.00158 ,
11995,薢,3,0.00158 ,
11996,躠,3,0.00158 ,
11997,噺,3,0.00158 ,
11998,娙,3,0.00158 ,
11999,詾,3,0.00158 ,
12000,诇,3,0.00158 ,
12001,旴,3,0.00158 ,
12002,盨,3,0.00158 ,
12003,侐,3,0.00158 ,
12004,翧,3,0.00158 ,
12005,癬,3,0.00158 ,
12006,铔,3,0.00158 ,
12007,蕥,3,0.00158 ,
12008,襾,3,0.00158 ,
12009,婭,3,0.00158 ,
12010,嵒,3,0.00158 ,
12011,黤,3,0.00158 ,
12012,曕,3,0.00158 ,
12013,崵,3,0.00158 ,
12014,煬,3,0.00158 ,
12015,鸉,3,0.00158 ,
12016,猺,3,0.00158 ,
12017,仸,3,0.00158 ,
12018,苭,3,0.00158 ,
12019,鎁,3,0.00158 ,
12020,擪,3,0.00158 ,
12021,郼,3,0.00158 ,
12022,毉,3,0.00158 ,
12023,乁,3,0.00158 ,
12024,誃,3,0.00158 ,
12025,鏔,3,0.00158 ,
12026,迆,3,0.00158 ,
12027,苢,3,0.00158 ,
12028,旑,3,0.00158 ,
12029,兿,3,0.00158 ,
12030,熤,3,0.00158 ,
12031,繹,3,0.00158 ,
12032,醷,3,0.00158 ,
12033,韾,3,0.00158 ,
12034,訔,3,0.00158 ,
12035,龂,3,0.00158 ,
12036,蟫,3,0.00158 ,
12037,鷣,3,0.00158 ,
12038,螾,3,0.00158 ,
12039,媖,3,0.00158 ,
12040,嚶,3,0.00158 ,
12041,攖,3,0.00158 ,
12042,鶯,3,0.00158 ,
12043,鸚,3,0.00158 ,
12044,溋,3,0.00158 ,
12045,癰,3,0.00158 ,
12046,傛,3,0.00158 ,
12047,禜,3,0.00158 ,
12048,鲉,3,0.00158 ,
12049,牗,3,0.00158 ,
12050,邘,3,0.00158 ,
12051,歟,3,0.00158 ,
12052,敔,3,0.00158 ,
12053,魊,3,0.00158 ,
12054,渕,3,0.00158 ,
12055,獂,3,0.00158 ,
12056,蚎,3,0.00158 ,
12057,呍,3,0.00158 ,
12058,抣,3,0.00158 ,
12059,磒,3,0.00158 ,
12060,枟,3,0.00158 ,
12061,桚,3,0.00158 ,
12062,鉔,3,0.00158 ,
12063,鐕,3,0.00158 ,
12064,偺,3,0.00158 ,
12065,崱,3,0.00158 ,
12066,苲,3,0.00158 ,
12067,嶄,3,0.00158 ,
12068,粻,3,0.00158 ,
12069,佋,3,0.00158 ,
12070,桭,3,0.00158 ,
12071,鉁,3,0.00158 ,
12072,癥,3,0.00158 ,
12073,汦,3,0.00158 ,
12074,淽,3,0.00158 ,
12075,阤,3,0.00158 ,
12076,柣,3,0.00158 ,
12077,猘,3,0.00158 ,
12078,跱,3,0.00158 ,
12079,籦,3,0.00158 ,
12080,煄,3,0.00158 ,
12081,鸼,3,0.00158 ,
12082,軸,3,0.00158 ,
12083,縐,3,0.00158 ,
12084,泏,3,0.00158 ,
12085,秼,3,0.00158 ,
12086,膞,3,0.00158 ,
12087,転,3,0.00158 ,
12088,膇,3,0.00158 ,
12089,諄,3,0.00158 ,
12090,斮,3,0.00158 ,
12091,斀,3,0.00158 ,
12092,灂,3,0.00158 ,
12093,貲,3,0.00158 ,
12094,稯,3,0.00158 ,
12095,鬉,3,0.00158 ,
12096,鏓,3,0.00158 ,
12097,爼,3,0.00158 ,
12098,鑚,3,0.00158 ,
12099,嗺,3,0.00158 ,
12100,蟕,3,0.00158 ,
12101,酔,3,0.00158 ,
12102,噂,3,0.00158 ,
12103,溰,2,0.00105 ,
12104,昹,2,0.00105 ,
12105,硋,2,0.00105 ,
12106,鴱,2,0.00105 ,
12107,鑀,2,0.00105 ,
12108,靉,2,0.00105 ,
12109,鞌,2,0.00105 ,
12110,鮟,2,0.00105 ,
12111,岇,2,0.00105 ,
12112,軪,2,0.00105 ,
12113,镺,2,0.00105 ,
12114,釟,2,0.00105 ,
12115,瓪,2,0.00105 ,
12116,湴,2,0.00105 ,
12117,靽,2,0.00105 ,
12118,垹,2,0.00105 ,
12119,謗,2,0.00105 ,
12120,寳,2,0.00105 ,
12121,鑤,2,0.00105 ,
12122,犕,2,0.00105 ,
12123,誖,2,0.00105 ,
12124,骳,2,0.00105 ,
12125,賁,2,0.00105 ,
12126,伻,2,0.00105 ,
12127,祊,2,0.00105 ,
12128,埲,2,0.00105 ,
12129,塴,2,0.00105 ,
12130,鵖,2,0.00105 ,
12131,坒,2,0.00105 ,
12132,煏,2,0.00105 ,
12133,蓽,2,0.00105 ,
12134,飶,2,0.00105 ,
12135,罼,2,0.00105 ,
12136,襅,2,0.00105 ,
12137,廦,2,0.00105 ,
12138,篳,2,0.00105 ,
12139,躃,2,0.00105 ,
12140,魓,2,0.00105 ,
12141,覍,2,0.00105 ,
12142,閞,2,0.00105 ,
12143,頨,2,0.00105 ,
12144,骉,2,0.00105 ,
12145,臕,2,0.00105 ,
12146,飈,2,0.00105 ,
12147,汃,2,0.00105 ,
12148,鬂,2,0.00105 ,
12149,殯,2,0.00105 ,
12150,栟,2,0.00105 ,
12151,苪,2,0.00105 ,
12152,竝,2,0.00105 ,
12153,盋,2,0.00105 ,
12154,碆,2,0.00105 ,
12155,郣,2,0.00105 ,
12156,瓟,2,0.00105 ,
12157,猼,2,0.00105 ,
12158,豰,2,0.00105 ,
12159,簙,2,0.00105 ,
12160,鎛,2,0.00105 ,
12161,譒,2,0.00105 ,
12162,峬,2,0.00105 ,
12163,郶,2,0.00105 ,
12164,喰,2,0.00105 ,
12165,傪,2,0.00105 ,
12166,慙,2,0.00105 ,
12167,蠺,2,0.00105 ,
12168,濸,2,0.00105 ,
12169,鶬,2,0.00105 ,
12170,敇,2,0.00105 ,
12171,揷,2,0.00105 ,
12172,鑔,2,0.00105 ,
12173,紁,2,0.00105 ,
12174,詫,2,0.00105 ,
12175,喍,2,0.00105 ,
12176,袃,2,0.00105 ,
12177,幨,2,0.00105 ,
12178,儃,2,0.00105 ,
12179,幝,2,0.00105 ,
12180,譂,2,0.00105 ,
12181,锠,2,0.00105 ,
12182,鼚,2,0.00105 ,
12183,鱨,2,0.00105 ,
12184,鄛,2,0.00105 ,
12185,窲,2,0.00105 ,
12186,鼂,2,0.00105 ,
12187,麨,2,0.00105 ,
12188,瞮,2,0.00105 ,
12189,浾,2,0.00105 ,
12190,頳,2,0.00105 ,
12191,窚,2,0.00105 ,
12192,碀,2,0.00105 ,
12193,騁,2,0.00105 ,
12194,粚,2,0.00105 ,
12195,泜,2,0.00105 ,
12196,遅,2,0.00105 ,
12197,叺,2,0.00105 ,
12198,徸,2,0.00105 ,
12199,隀,2,0.00105 ,
12200,皗,2,0.00105 ,
12201,酧,2,0.00105 ,
12202,薵,2,0.00105 ,
12203,讐,2,0.00105 ,
12204,蒭,2,0.00105 ,
12205,幮,2,0.00105 ,
12206,櫥,2,0.00105 ,
12207,埱,2,0.00105 ,
12208,歜,2,0.00105 ,
12209,篅,2,0.00105 ,
12210,鶨,2,0.00105 ,
12211,牕,2,0.00105 ,
12212,埀,2,0.00105 ,
12213,鶞,2,0.00105 ,
12214,犉,2,0.00105 ,
12215,蓴,2,0.00105 ,
12216,辵,2,0.00105 ,
12217,娕,2,0.00105 ,
12218,鷀,2,0.00105 ,
12219,蛓,2,0.00105 ,
12220,螆,2,0.00105 ,
12221,囪,2,0.00105 ,
12222,茐,2,0.00105 ,
12223,楤,2,0.00105 ,
12224,暰,2,0.00105 ,
12225,聦,2,0.00105 ,
12226,孮,2,0.00105 ,
12227,輳,2,0.00105 ,
12228,觕,2,0.00105 ,
12229,憱,2,0.00105 ,
12230,簒,2,0.00105 ,
12231,鏙,2,0.00105 ,
12232,趡,2,0.00105 ,
12233,膬,2,0.00105 ,
12234,顇,2,0.00105 ,
12235,墫,2,0.00105 ,
12236,澊,2,0.00105 ,
12237,刌,2,0.00105 ,
12238,籿,2,0.00105 ,
12239,鹺,2,0.00105 ,
12240,銼,2,0.00105 ,
12241,剳,2,0.00105 ,
12242,龘,2,0.00105 ,
12243,紿,2,0.00105 ,
12244,貸,2,0.00105 ,
12245,靆,2,0.00105 ,
12246,妉,2,0.00105 ,
12247,単,2,0.00105 ,
12248,勯,2,0.00105 ,
12249,憺,2,0.00105 ,
12250,簹,2,0.00105 ,
12251,趤,2,0.00105 ,
12252,璗,2,0.00105 ,
12253,蘯,2,0.00105 ,
12254,舠,2,0.00105 ,
12255,禱,2,0.00105 ,
12256,瓙,2,0.00105 ,
12257,悳,2,0.00105 ,
12258,嬁,2,0.00105 ,
12259,鍉,2,0.00105 ,
12260,嚁,2,0.00105 ,
12261,詆,2,0.00105 ,
12262,杕,2,0.00105 ,
12263,逓,2,0.00105 ,
12264,祶,2,0.00105 ,
12265,蔕,2,0.00105 ,
12266,蝃,2,0.00105 ,
12267,遰,2,0.00105 ,
12268,甋,2,0.00105 ,
12269,齻,2,0.00105 ,
12270,婰,2,0.00105 ,
12271,鳭,2,0.00105 ,
12272,藋,2,0.00105 ,
12273,眣,2,0.00105 ,
12274,耊,2,0.00105 ,
12275,惵,2,0.00105 ,
12276,臷,2,0.00105 ,
12277,諜,2,0.00105 ,
12278,铥,2,0.00105 ,
12279,昸,2,0.00105 ,
12280,埬,2,0.00105 ,
12281,挏,2,0.00105 ,
12282,湩,2,0.00105 ,
12283,詷,2,0.00105 ,
12284,剢,2,0.00105 ,
12285,匵,2,0.00105 ,
12286,贕,2,0.00105 ,
12287,痽,2,0.00105 ,
12288,譵,2,0.00105 ,
12289,橔,2,0.00105 ,
12290,躉,2,0.00105 ,
12291,潡,2,0.00105 ,
12292,挆,2,0.00105 ,
12293,刴,2,0.00105 ,
12294,墯,2,0.00105 ,
12295,鵽,2,0.00105 ,
12296,娿,2,0.00105 ,
12297,涐,2,0.00105 ,
12298,搹,2,0.00105 ,
12299,僫,2,0.00105 ,
12300,蝁,2,0.00105 ,
12301,閼,2,0.00105 ,
12302,貳,2,0.00105 ,
12303,茷,2,0.00105 ,
12304,藅,2,0.00105 ,
12305,橎,2,0.00105 ,
12306,仮,2,0.00105 ,
12307,辺,2,0.00105 ,
12308,奿,2,0.00105 ,
12309,瓬,2,0.00105 ,
12310,鶭,2,0.00105 ,
12311,帉,2,0.00105 ,
12312,鳻,2,0.00105 ,
12313,燓,2,0.00105 ,
12314,膹,2,0.00105 ,
12315,盽,2,0.00105 ,
12316,桻,2,0.00105 ,
12317,猦,2,0.00105 ,
12318,馮,2,0.00105 ,
